	TEXT	LABEL
1143	"Elevated phosphorylation of estrogen receptor α ( ERα ) at serines 118 ( S118 ) and 167 ( S167 ) is associated with favorable outcome for tamoxifen adjuvant therapy and may serve as surrogate markers for a functional ERα signaling pathway in breast cancer .
It is possible that loss of phosphorylation at S118 and/or S167 could disrupt ERα signaling , resulting in aggressive ERα-independent breast cancer cells .
To this end , MCF-7 breast cancer cells were stably transfected with an ERα-specific short hairpin RNA that reduced endogenous ERα .
The resulting cell line was stably transfected with wild-type ERα ( ER-AB cells ) , or ERα containing serine to alanine mutation at S118 or S167 ( S118A cells and S167A cells , respectively ) .
These stable cell lines expressed approximately equivalent ERα compared with parental MCF-7 cells and were evaluated for growth , morphology , migration/invasion , and ERα-regulated gene expression .
S118A cells and S167A cells exhibited increased growth and migration/invasion in vitro .
Forward- and side-scatter flow cytometry revealed that S167A cells were smaller in size , and both S118A and S167A cells exhibited less cellular complexity .
S118A and S167A cells expressed pancytokeratin and membrane localization of β-catenin and did not express vimentin , indicating retention of epithelial lineage markers .
Expression of ERα-target genes and other genes regulated by ERα signaling or involved in breast cancer were markedly altered in both S118A and S167A cells .
In summary , attenuated phosphorylation of ERα at S118 and S167 significantly affected cellular physiology and behavior in MCF-7 breast cancer cells , resulting in increased growth , migration/invasion , compromised expression of ERα target genes , and markedly altered gene expression patterns .
"	7
1144	"Hepatocellular carcinoma ( HCC ) is the fifth most common cancer worldwide .
Major risk factors of HCC include infection with hepatitis B or C viruses , alcohol and non-alcoholic fatty liver disease .
HCC is difficult to diagnose at early stage , and has a very poor survival rate when diagnosed at a late stage .
The majority of HCC-related deaths result from local invasion ( to cause liver failure ) or distant metastases .
There is an urgent need to identify effective molecular targets for the treatment of the disease .
As the target of an established class of therapeutic agent thiazolidinediones ( TZDs ) , peroxisome-proliferator-activated receptor γ ( PPARγ ) has been widely studied for its role in the development of HCC .
A substantial body of evidence based on in vitro and in vivo models indicates that the activation of PPARγ is able to inhibit HCC cell proliferation and tumor growth through inducing cell cycle arrest and apoptosis via the regulation of a panel of downstream effector molecules .
PPARγ activation also induces an inhibitory effect on HCC metastasis .
Meanwhile , there is new evidence suggesting that PPARγ inhibition could also be anti-tumorigenic .
In the present review , we summarize the available information on the role of PPARγ in HCC development and spread , and discuss whether PPARγ activation by TZDs could play a role in the treatment of HCC , summarizing both in vitro and in vivo .
Considering the available data , PPARγ seems to exert beneficial effects against HCC and may therefore represent as a therapeutic target .
"	1
1145	"The protein nanopore Mycobacteria smegmatis porin A ( MspA ) , can be used to sense individual nucleotides within DNA , potentially enabling a technique known as nanopore sequencing .
In this technique , single-stranded DNA electrophoretically moves through the nanopore and results in an ionic current that is nucleotide-specific .
However , with a high transport velocity of the DNA within the nanopore , the ionic current cannot be used to distinguish signals within noise .
Through extensive ( \u03bcs in total ) all-atom molecular dynamics simulations , we examine the effect of positively charged residues on DNA translocation rate and the ionic current blockades in MspA .
Simulation of several arginine mutations show a fold reduction of DNA translocation speed without eliminating the nucleotide induced current blockages .
Comparison of our results with similar engineering efforts on a different nanopore ( \u03b1-hemolysin ) reveals a nontrivial effect of nanopore geometry on the ionic current blockades in mutant nanopores .
"	0
1146	"BACKGROUND The 235delC mutation of GJB2 gene is considered as a risk factor for the non-syndromic hearing loss ( NSHL ) , and a significant difference in the frequency and distribution of the 235delC mutation has been described world widely .
METHODS A systematic review was performed by means of a meta-analysis to evaluate the influence of the 235delC mutation on the risk of NSHL .
A literature search in electronic databases using keywords "" 235delC "" , "" GJB2 "" associated with "" carrier frequency "" was conducted to include all papers from January 1999 to June 2011 .
A total of 36 papers were included and there contained 13217 cases and 6521 controls derived from Oceania , American , Europe and Asian .
RESULTS A remarkable heterogeneity between these studies was observed .
The combined results of meta-analysis showed that the 235delC mutant increased the risk of NSHL ( OR = 7.9 , 95%CI 4.77 13.11 , P <0.00001 ) .
Meanwhile , heterogeneity of genetic effect was also observed due to the ethnic specificity and regional disparity .
Therefore , the stratified meta-analysis was subsequently conducted and the results indicated that the 235delC mutation was significantly correlated with the risk of NHSL in the East Asian and South-east Asian populations ( OR = 12.05 , 95%CI 8.33 P <0.00001 ) , but not significantly in the Oceania and European populations ( OR = 10.36 , 95%CI : 4.68 Z = 1.68 , P >0.05 ) .
CONCLUSIONS The 235delC mutation of GJB2 gene increased the risk of NHSL in the East Asian and South-east Asian populations , but non-significantly associated with the NSHL susceptibility in Oceania and European populations , suggesting a significant ethnic specificity of this NSHL-associated mutation .
"	0
1147	"BACKGROUND Detection of disease-causing mutations using Deep Sequencing technologies possesses great challenges .
In particular , organizing the great amount of sequences generated so that mutations , which might possibly be biologically relevant , are easily identified is a difficult task .
Yet , for this assignment only limited automatic accessible tools exist .
FINDINGS We developed GenomeGems to gap this need by enabling the user to view and compare Single Nucleotide Polymorphisms ( SNPs ) from multiple datasets and to load the data onto the UCSC Genome Browser for an expanded and familiar visualization .
As such , via automatic , clear and accessible presentation of processed Deep Sequencing data , our tool aims to facilitate ranking of genomic SNP calling .
GenomeGems runs on a local Personal Computer ( PC ) and is freely available at http://www.tau.ac.il/ CONCLUSIONS GenomeGems enables researchers to identify potential disease-causing SNPs in an efficient manner .
This enables rapid turnover of information and leads to further experimental SNP validation .
The tool allows the user to compare and visualize SNPs from multiple experiments and to easily load SNP data onto the UCSC Genome browser for further detailed information .
"	0
1148	"MicroRNAs ( miRNAs ) are small noncoding RNAs , 19-24 nucleotides in length , that regulate gene expression and are expressed aberrantly in most types of cancer .
MiRNAs also have been detected in the blood of cancer patients and can serve as circulating biomarkers .
It has been shown that secreted miRNAs within exosomes can be transferred from cell to cell and can regulate gene expression in the receiving cells by canonical binding to their target messenger RNAs .
Here we show that tumor-secreted miR-21 and miR-29a also can function by another mechanism , by binding as ligands to receptors of the Toll-like receptor ( TLR ) family , murine TLR7 and human TLR8 , in immune cells , triggering a TLR-mediated prometastatic inflammatory response that ultimately may lead to tumor growth and metastasis .
Thus , by acting as paracrine agonists of TLRs , secreted miRNAs are key regulators of the tumor microenvironment .
This mechanism of action of miRNAs is implicated in tumor-immune system communication and is important in tumor growth and spread , thus representing a possible target for cancer treatment .
"	19
1149	"Non-small cell lung cancer ( NSCLC ) , accounting for 80% of lung cancers , is the leading cause of all cancer deaths .
Previously , we demonstrated that delta-tocotrienol inhibits NSCLC cell proliferation , invasion and induces apoptosis by down-regulation of the Notch-1 signaling pathway .
The objective of this study was to investigate whether delta-tocotrienol , could enhance the anticancer effects of cisplatin .
Treatment with a combination of delta-tocotrienol and cisplatin resulted in a dose-dependent , significant inhibition of cell growth , migration , invasiveness , and induction of apoptosis in NSCLC cells , as compared to the single agents .
This was associated with a decrease in NF-κB DNA binding activity , decrease in Notch-1 , Hes-1 , Bcl-2 and increase in cleaved Caspase-3 and PARP expressions .
These results suggest that down-regulation of Notch-1 , via inhibition of NF-κB signaling pathways by delta-tocotrienol and cisplatin , in combination , could provide a potential novel approach for tumor arrest in NSCLC , while lowering the effective dose of cisplatin .
"	24
1150	"Geraniol ( GOH ) , a naturally occurring monoterpene , has been shown to have antiproliferative , cell cycle arrest and apoptosis-inducing effects , and represents a promising cancer chemopreventive agent .
In the present study , we investigated the chemopreventive potential of GOH ( 50 and 100 mg kg(-1) body weight ) against 7,12-dimethylbenz[a]anthracene ( DMBA)/12-O-tetradecanoylphorbol 13-acetate ( TPA)-mediated skin tumorigenesis in Swiss albino mice .
The topical treatment of GOH , 30 min prior to TPA ( 2 µg per 200 µl of acetone ) treatment significantly inhibited TPA-induced skin edema , hyperplasia , COX-2 induction and oxidative stress response .
The GOH treatment also resulted in reduction of TPA-induced ornithine decarboxylase activity and [ (3) H ] thymidine incorporation by 53% ( P < 0.001 ) and 41% ( P < 0.001 ) , respectively .
We found that GOH treatment significantly inhibited the tumor incidence and number of tumors ( P < 0.001 ) and extended the latency period from 4 weeks in DMBA/TPA treatment group to 10 weeks in GOH-pretreated mice .
Furthermore , we observed that GOH treatment significantly suppressed the Ras/Raf/ERK1/2 signaling pathway in skin tumor .
Consistently , GOH-treated skin tumors showed reduced expression of Bcl-2 and increased expression of Bax in these lesions .
Thus , it was concluded that GOH inhibits DMBA/TPA-mediated skin tumorigenesis by attenuating the Ras proliferation pathway and inducing pro-apoptotic state via inhibition of oxidative stress response and inflammation .
"	23
1151	"BACKGROUND Exposure to high doses of ionizing radiation ( IR ) can lead to localized radiation injury of the skin and exposed cells suffer dsDNA breaks that may elicit cell death or stochastic changes .
Little is known about the DNA damage response after high-dose exposure of the skin .
Here , we investigate the cellular and DNA damage response in acutely irradiated minipig skin .
METHODS AND FINDINGS IR-induced DNA damage , repair and cellular survival were studied in 15 cm(2) of minipig skin exposed in vivo to Co-60 \u03b3 rays .
Skin biopsies of control and 4 h up to 96 days post exposure were investigated for radiation-induced foci ( RIF ) formation using \u03b3-H2AX , 53BP1 , and active ATM-p immunofluorescence .
High-dose IR induced massive \u03b3-H2AX phosphorylation and high 53BP1 RIF numbers 4 h , 20 h after IR .
As time progressed RIF numbers dropped to a low of <1% of keratinocytes at 28-70 days .
The latter contained large RIFs that included ATM-p , indicating the accumulation of complex DNA damage .
At 96 days most of the cells with RIFs had disappeared .
The frequency of active-caspase-3-positive apoptotic cells was 17-fold increased 3 days after IR and remained >3-fold elevated at all subsequent time points .
Replicating basal cells ( Ki67+ ) were reduced 3 days post IR followed by increased proliferation and recovery of epidermal cellularity after 28 days .
CONCLUSIONS Acute high dose irradiation of minipig epidermis impaired stem cell replication and induced elevated apoptosis from 3 days onward .
DNA repair cleared the high numbers of DBSs in skin cells , while RIFs that persisted in <1% cells marked complex and potentially lethal DNA damage up to several weeks after exposure .
An elevated frequency of keratinocytes with persistent RIFs may thus serve as indicator of previous acute radiation exposure , which may be useful in the follow up of nuclear or radiological accident scenarios .
"	0
1152	"The 185delAG* BRCA1 mutation is encountered primarily in Jewish Ashkenazi and Iraqi individuals , and sporadically in non-Jews .
Previous studies estimated that this is a founder mutation in Jewish mutation carriers that arose before the dispersion of Jews in the Diaspora years ago .
The aim of this study was to assess the haplotype in ethnically diverse 185delAG* BRCA1 mutation carriers , and to estimate the age at which the mutation arose .
Ethnically diverse Jewish and non-Jewish 185delAG*BRCA1 mutation carriers and their relatives were genotyped using 15 microsatellite markers and three SNPs spanning 12.5\u2009MB , encompassing the BRCA1 gene locus .
Estimation of mutation age was based on a subset of 11 markers spanning a region of using a previously developed algorithm applying the maximum likelihood method .
Overall , 188 participants ( 154 carriers and 34 noncarriers ) from 115 families were included : Ashkenazi , Iraq , Kuchin-Indians , Syria , Turkey , Iran , Tunisia , Bulgaria , non-Jewish English , non-Jewish Malaysian , and Hispanics .
Haplotype analysis indicated that the 185delAG mutation arose 750-1500 years ago .
In Ashkenazim , it is a founder mutation that arose 61 generations ago , and with a small group of founder mutations was introduced into the Hispanic population ( conversos ) years ago , and into the Iraqi-Jewish community years ago .
The 185delAG mutation in the non-Jewish populations in Malaysia and the UK arose at least twice independently .
We conclude that the 185delAG* BRCA1 mutation resides on a common haplotype among Ashkenazi Jews , and arose about 61 generations ago and arose independently at least twice in non-Jews .
"	0
1153	"The lengths of human telomeres , which protect chromosome ends from degradation and end fusions , are crucial determinants of cell lifespan .
During embryogenesis and in cancer , the telomerase enzyme counteracts telomeric DNA shortening .
As shown in cancer cells , human telomerase binds the shelterin component TPP1 at telomeres during the S phase of the cell cycle , and adds nucleotides in a single round of extension , after which telomerase is turned off by unknown mechanisms .
Here we show that the human CST ( CTC1 , STN1 and TEN1 ) complex , previously implicated in telomere protection and DNA metabolism , inhibits telomerase activity through primer sequestration and physical interaction with the protection of telomeres 1 ( POT1)–TPP1 telomerase processivity factor .
CST competes with POT1–TPP1 for telomeric DNA , and CST–telomeric-DNA binding increases during late S/G2 phase only on telomerase action , coinciding with telomerase shut-off .
Depletion of CST allows excessive telomerase activity , promoting telomere elongation .
We propose that through binding of the telomerase-extended telomere , CST limits telomerase action at individual telomeres to approximately one binding and extension event per cell cycle .
Our findings define the sequence of events that occur to first enable and then terminate telomerase-mediated telomere elongation .
"	0
1154	"Circulating tumour cells ( CTCs ) shed into blood from primary cancers include putative precursors that initiate distal metastases .
Although these cells are extraordinarily rare , they may identify cellular pathways contributing to the blood-borne dissemination of cancer .
Here , we adapted a microfluidic device for efficient capture of CTCs from an endogenous mouse pancreatic cancer model and subjected CTCs to single-molecule RNA sequencing , identifying Wnt2 as a candidate gene enriched in CTCs .
Expression of WNT2 in pancreatic cancer cells suppresses anoikis , enhances anchorage-independent sphere formation , and increases metastatic propensity in vivo .
This effect is correlated with fibronectin upregulation and suppressed by inhibition of MAP3K7 ( also known as TAK1 ) kinase .
In humans , formation of non-adherent tumour spheres by pancreatic cancer cells is associated with upregulation of multiple WNT genes , and pancreatic CTCs revealed enrichment for WNT signalling in 5 out of 11 cases .
Thus , molecular analysis of CTCs may identify candidate therapeutic targets to prevent the distal spread of cancer .
"	10
1155	"Previously , stereoselective hydroxylation of \u03b1-ionone by Cytochrome P450 BM3 mutants M01 A82W and M11 L437N was observed .
While both mutants hydroxylate \u03b1-ionone in a regioselective manner at the C3 position , M01 A82W catalyzes formation of trans-3-OH-\u03b1-ionone products whereas M11 L437N exhibits opposite stereoselectivity , producing trans-(3S,6S)-OH-\u03b1-ionone and cis-(3S,6R)-OH-\u03b1-ionone .
Here , we explore the stereoselective C3 hydroxylation of \u03b1-ionone by Cytochrome P450 BM3 mutants M01 A82W and M11 L437N using molecular dynamics-based free energy calculations to study the interaction between the enzyme and both the substrates and the products .
The one-step perturbation approach is applied using an optimized reference state for substrates and products .
While the free energy differences between the substrates free in solution amount to kJ mol(-1) , the differences in mutant M01 A82W agree with the experimentally obtained dissociation constants K(d) .
Moreover , a correlation with experimentally observed trends in product formation is found in both mutants .
The trans isomers show the most favorable relative binding free energy in the range of all four possible hydroxylated diastereomers for mutant M01 A82W , while the trans product from ( 6S)-\u03b1-ionone and the cis product from ( 6R)-\u03b1-ionone show highest affinity for mutant M11 L437N .
Marcus theory is subsequently used to relate the thermodynamic stability to transition state energies and rates of formation .
"	0
1156	"MYH7 mutations are found in of hypertrophic cardiomyopathy ( HCM ) patients .
Currently , mutational analysis is based on the sequencing of the coding exons and a few exon-flanking intronic nucleotides , resulting in omission of single-exon deletions and mutations in internal intronic , promoter , and 3 ' UTR regions .
We amplified and sequenced large MYH7 fragments in 60 HCM patients without previously identified sarcomere mutations .
Lack of aberrant PCR fragments excluded single-exon deletions in the patients .
Instead , we identified several new rare intronic variants .
An intron 26 single nucleotide insertion ( -5 insC ) was predicted to affect pre-mRNA splicing , but allele frequencies did not differ between patients and controls ( n = 150 ) .
We found several rare promoter variants in the patients compared to controls , some of which were in binding sites for transcription factors and could thus affect gene expression .
Only one rare 3 ' UTR variant ( c.*29T>C ) found in the patients was absent among the controls .
This nucleotide change would not affect the binding of known microRNAs .
Therefore , MYH7 mutations outside the coding exon sequences would be rarely found among HCM patients .
However , changes in the promoter region could be linked to the risk of developing HCM .
Further research to define the functional effect of these variants on gene expression is necessary to confirm the role of the MYH7 promoter in cardiac hypertrophy .
"	0
1157	"High resolution oligonucleotide array Comparative Genome Hybridization technology ( array-CGH ) has greatly assisted the recognition of the 1p36 contiguous gene deletion syndrome .
The 1p36 deletion syndrome is considered to be one of the most common subtelomeric microdeletion syndromes and has an incidence of in 5000 live births , while respectively the "" pure "" 1p36 microduplication has not been reported so far .
We present seven new patients who were referred for genetic evaluation due to Developmental Delay ( DD ) , Mental Retardation ( MR ) , and distinct dysmorphic features .
They all had a wide phenotypic spectrum .
In all cases previous standard karyotypes were negative .
Array-CGH analysis revealed five patients with interstitial 1p36 microdeletion ( four de novo and one maternal ) and two patients with de novo reciprocal duplication of different sizes .
These were the first reported "" pure "" 1p36 microduplication cases so far .
Three of our patients carrying the 1p36 microdeletion syndrome were also found to have additional pathogenetic aberrations .
These findings ( del 3q27.1 ; del 4q21.22-q22.1 ; del 16p13.3 ; dup 21q21.2-q21.3 ; del Xp22.12 ) might contribute to the patients ' severe phenotype , acting as additional modifiers of their clinical manifestations .
We review and compare the clinical and array-CGH findings of our patients to previously reported cases with the aim of clearly delineating more accurate genotype-phenotype correlations for the 1p36 syndrome that could allow for a more precise prognosis .
"	0
1158	"The apoptotic effects of interferon lambdas ( IFNλs ) have been described in several types of cancers .
However , their effects on human lung cancer cells and the mechanisms are elusive .
In addition , the interaction between IFNλs and other interferons remains unclear .
The interplay between IFNα and IFNλ has been reported .
However , although IFNγ is a well-known regulatory interferon , the mechanisms through which it regulates IFNλs in lung cancer cells are unknown .
These issues are critical for the application of IFNλs in lung cancer therapy .
In this study , we used A549 , a cell line derived from a human lung carcinoma , to characterize the antiproliferative and apoptotic effects of IFNλs on lung cancer , and the interplay between IFNγ and IFNλ .
Because overexpression of full-length ectopic IFNλR1 led to cell death , we generated A549 cells stably expressing a chimeric receptor ( 10R1/λR1 ) , which is composed of the extracellular domain of IL-10 receptor ( IL10R1 ) fused in tandem to the transmembrane and intracellular domains of the IFNλ receptor ( IFNλR1 ) .
By comparing with A549 cells stably expressing its cognate vector , we demonstrated that IL-10 stimulation triggered the intracellular IFNλ signaling via 10R1/λR1 receptor .
By using A549 cells expressing 10R1/λR1 , we report that the IFNλR1 chain of IFNλ receptor possesses an intrinsic ability to trigger apoptosis in human lung cancer cells .
Although it did not suppress cell proliferation , IFNλ signaling via 10R1/λR1 receptor induced cell cycle arrest , externalization of phosphatidylserine , DNA fragmentation , activation of caspase-3 , caspase-8 and caspase-9 .
However , the caspase inhibitor Z-VAD-FMK did not prevent apoptosis .
In addition , the extent of induced apoptosis correlate with the expression levels of the IFNλ receptor and the levels of STAT1 activation .
Lastly , we demonstrated that IFNγ sensitized A549 cells to IFNλ-induced apoptosis , via upregulation of IFNλR1 .
These data indicate the potential of IFNλ , alone or in combination with IFNγ , in the treatment of human lung carcinoma .
"	26
1159	"Glycolysis is the initial step of glucose catabolism and is up-regulated in cancer cells ( the Warburg Effect ) .
Such shifts toward a glycolytic phenotype have not been explored widely in other biological systems , and the molecular mechanisms underlying the shifts remain unknown .
With proteomics , we observed increased glycolysis in disused human diaphragm muscle .
In disused muscle , lung cancer , and H(2)O(2)-treated myotubes , we show up-regulation of the rate-limiting glycolytic enzyme muscle-type phosphofructokinase ( PFKm , >2 fold , P<0.05 ) and accumulation of lactate ( >150% , P<0.05 ) .
Using microRNA profiling , we identify miR-320a as a regulator of PFKm expression .
Reduced miR-320a levels ( to \u223c50% of control , P<0.05 ) are associated with the increased PFKm in each of these diverse systems .
Manipulation of miR-320a levels both in vitro and in vivo alters PFKm and lactate levels in the expected directions .
Further , miR-320a appears to regulate oxidative stress-induced PFKm expression , and reduced miR-320a allows greater induction of glycolysis in response to H(2)O(2) treatment .
We show that this microRNA-mediated regulation occurs through PFKm's 3 ' untranslated region and that Ets proteins are involved in the regulation of PFKm via miR-320a .
These findings suggest that oxidative stress-responsive microRNA-320a may regulate glycolysis broadly within nature .
"	23
1160	"Vascular endothelial growth factor ( VEGF ) is one of the most important mediators of angiogenesis .
Single-chain ( sc)-VEGF protein containing an N-terminal Cys-tag has been designed for site-specific modification with a variety of imaging and therapeutic moieties .
Site-specific labeling of scVEGF with thiol-reactive prosthetic group , N-[2-(4-(18)F-fluorobenzamido) ethyl ] maleimide ( [ (18)F]FBEM ) for positron emission tomography ( PET ) imaging of VEFGR may provide a new tracer which has great potential for clinical translation.Methods : [ (18)F]FBEM-scVEGF was synthesized by site-specific conjugation of ( 18)F-FBEM to a thiol group in Cys-tag of scVEGF at room temperature .
The functional activity after labeling was tested by immunofluorescence staining , cellular uptake and efflux .
The tumor targeting and in vivo properties were evaluated by biodistribution and microPET studies in tumor-bearing mice.Results : The radiolabeling yield and specific activity of [ (18)F]FBEM-scVEGF were 20.6 � 15.1% ( based on starting [ (18)F]FBEM , uncorrected , n = 5 ) and 58.8 � 12.4 GBq/�mol , respectively .
Noninvasive microPET and direct tissue sampling experiments demonstrated that [ (18)F]FBEM-scVEGF had VEGFR specific tumor uptake in MDA-MB-435 , U87MG and 4T1 xenograft models .
The optimal tumor uptake was achieved at 2 h p.i. , which can be partially , but significantly blocked by co-injection of non-labeled scVEGF protein .
Overall , [ (18)F]FBEM-scVEGF showed VEGFR specific tumor uptake.Conclusion : The scVEGF was site-specifically labeled with ( 18)F via [ (18)F]FBEM prosthetic group and the tracer [ (18)F]FBEM-scVEGF exhibited high receptor binding affinity and tumor targeting efficacy .
Further study of [ (18)F ] FBEM-scVEGF to evaluate angiogenesis in cancer and other disease types is warranted .
"	20
1161	"Epstein-Barr virus ( EBV ) induces an uncoordinated S-phase-like cellular environment coupled with multiple prophase-like events in cells replicating the virus .
The EBV encoded Ser/Thr kinase BGLF4 has been shown to induce premature chromosome condensation through activation of condensin and topoisomerase II and reorganization of the nuclear lamina to facilitate the nuclear egress of nucleocapsids in a pathway mimicking Cdk1 .
However , the observation that RB is hyperphosphorylated in the presence of BGLF4 raised the possibility that BGLF4 may have a Cdk2-like activity to promote S-phase progression .
Here , we investigated the regulatory effects of BGLF4 on cell cycle progression and found that S-phase progression and DNA synthesis were interrupted by BGLF4 in mammalian cells .
Expression of BGLF4 did not compensate Cdk1 defects for DNA replication in S. cerevisiae .
Using time-lapse microscopy , we found the fate of individual HeLa cells was determined by the expression level of BGLF4 .
In addition to slight cell growth retardation , BGLF4 elicits abnormal chromosomal structure and micronucleus formation in 293 and NCP-TW01 cells .
In Saos-2 cells , BGLF4 induced the hyperphosphorylation of co-transfected RB , while E2F1 was not released from RB-E2F1 complexes .
The E2F1 regulated activities of the cyclin D1 and ZBRK1 promoters were suppressed by BGLF4 in a dose dependent manner .
Detection with phosphoamino acid specific antibodies revealed that , in addition to Ser780 , phosphorylation of the DNA damage-responsive Ser612 on RB was enhanced by BGLF4 .
Taken together , our study indicates that BGLF4 may directly or indirectly induce a DNA damage signal that eventually interferes with host DNA synthesis and delays S-phase progression .
"	9
1162	"While human embryonic stem cells ( hESCs ) and human embryonal carcinoma cells ( hECCs ) have been studied extensively at the levels of the genome , transcriptome , proteome and epigenome our knowledge of their corresponding metabolomes is limited .
Here , we present the metabolic signatures of hESCs and hESCs obtained by untargeted gas chromatography coupled to mass spectrometry ( GC-MS ) .
Whilst some metabolites are common to both cell types , representing the self-renewal and house-keeping signatures , others were either higher ( e.g. , octadecenoic acid , glycerol-3-phosphate , 4-hydroxyproline ) or lower ( e.g. , glutamic acid , mannitol , malic acid , GABA ) in hESCs ( H9 ) compared to hECCs ( NTERA2 ) , these represent cell type specific signatures .
Further , our combined results of GC-MS and microarray based gene expression profiling of undifferentiated and OCT4-depleted hESCs are consistent with the Warburg effect which is increased glycolysis in embryonic cells and tumor cells in the presence of O(2) while oxidative phosphorylation ( OXPHOS ) is impaired or even shut down .
RNAi-based OCT4 knock down mediated differentiation resulted in the activation of the poised OXPHOS machinery by expressing missing key proteins such as NDUFC1 , UQCRB and COX , increase in TCA cycle activity and decreased lactate metabolism .
These results shed light on the metabolite layer of pluripotent stem cells and could potentially establish novel metabolic markers of self renewal and pluripotency .
"	21
1163	"BACKGROUND Modern allotetraploid cotton contains an "" A "" and "" D "" genome from an ancestral polyploidy event that occurred approximately 1-2 million years ago .
Diploid A- and D-genome species can be compared to the A- and D-genomes found within these allotetraploids to make evolutionary inferences about polyploidy .
In this paper we present a comprehensive EST assembly derived from diploid and model allotetraploid cottons and demonstrate several evolutionary inferences regarding genic evolution that can be drawn from these data .
RESULTS We generated a set of cotton expressed sequence tags ( ESTs ) , comprising approximately 4.4 million Sanger and next-generation ( 454 ) transcripts supplemented by approximately 152 million Illumina reads from diploid and allotetraploid cottons .
From the EST alignments we inferred 259,192 genome-specific single nucleotide polymorphisms ( SNPs ) .
Molecular evolutionary analyses of protein-coding regions demonstrate that the rate of nucleotide substitution has increased among both allotetraploid genomes relative to the diploids , and that the ratio of nonsynonymous to synonymous substitutions has increased in one of the two polyploid lineages we sampled .
We also use these SNPs to show that a surprisingly high percentage of duplicate genes ( show a signature of non-independent evolution in the allotetraploid nucleus , having experienced one or more episodes of nonreciprocal homoeologous recombination ( NRHR ) .
CONCLUSIONS In this study we characterize the functional and mutational properties of the cotton transcriptome , produce a large genome-specific SNP database , and detect illegitimate genetic exchanges between duplicate genomes sharing a common allotetraploid nucleus .
Our findings have important implications for our understanding of the consequences of polyploidy and duplicate gene evolution .
We demonstrate that cotton genes have experienced an increased rate of molecular evolution following duplication by polyploidy , and that polyploidy has enabled considerable levels of nonreciprocal exchange between homoeologous genes .
"	0
1164	"OBJECTIVES The aim of this study was to immunohistochemically evaluate the expression of matrix metalloproteinase ( MMP)-1 , MMP- 2 , tissue inhibitor of metalloproteinase ( TIMP)-1 , TIMP-2 , and podoplanin in oral squamous cell carcinoma ( OSCC ) .
Immunohistochemical staining of podoplanin-positive lymphatic vessel density ( LVD ) was also assessed .
STUDY DESIGN Forty cases of OSCC were analyzed by immunohistochemistry .
RESULTS MMP-2 , MMP-10 , TIMP-1 , TIMP-2 , and podoplanin were detected in each of the 40 OSCC cases .
The expression of MMP-2 was significantly correlated with histologic grade .
The expression of podoplanin was positively correlated with gender and negatively correlated with tumor size .
A significant positive correlation was also detected between LVD and the presence of lymph node metastases , gender , age , and diameter of the lymph node ( if involved ) , as well as histologic grade .
CONCLUSIONS The results are suggestive of important roles that MMP-2 , MMP-10 , TIMP-2 , and podoplanin play in pathologic processes of OSCC , including invasion .
Our findings also suggest that LVD may play a role in lymphatic metastasis and tumor progression .
"	7
1165	"Escherichia coli molecular hydrogen ( H(2) ) production was studied during mixed carbon ( glucose and glycerol ) fermentation at pH 6.5 .
Wild type cells in the assays supplemented with glucose produced H(2) at fold lower level than cells grown on glucose only .
When compared to the wild type , H(2) production in the assays added with glucose was decreased by fold in fhlA , hyfG and double fhlA hyfG mutants and by fold in hyaB , hybC , and double hyaB hybC mutants .
However , in the assays with glycerol , no measurable H(2) production was detected .
Taken together , these results suggest that during mixed carbon fermentation , H(2) could be produced with low efficiency via Hyd-3 and Hyd-4 .
This is a novel finding for Hyd-4 activity at pH 6.5 .
The insignificant decrease of H(2) production in the strains with defects in Hyd-1 and Hyd-2 was probably due to an interaction between the Hyd enzymes and their organization in the bacterial membrane .
In the glucose assays , H(2) production in the wild type cells was inhibited fold by 0.3mM N,N'-dicyclohexylcarbodiimide ( DCCD ) , an inhibitor of the F(0)F(1)-ATPase .
This inhibition was the same for fhlA and hyfG fhlA mutants but not hyaB , hybC , hyfG or hyaB hybC mutants .
The results indicate that the FhlA protein coded by the fhlA gene might interact with the F(0)F(1)-ATPase .
We propose that this interaction is mediated by mixed carbon fermentation .
"	0
1166	"Bone marrow necrosis ( BMN ) is a rare finding in children with malignancy occurring most commonly in children with acute lymphoblastic leukemia .
This article describes the first case of a girl who developed BMN during treatment for Hodgkin's disease .
During the second cycle of chemotherapy , she experienced sudden profound bone pain in the lumbosacral region associated with elevated levels of lactate dehydrogenase ( LDH ) , fibrin degradation products ( D-Dimer ) , and alkaline phosphatase as well as pancytopenia and leukoerythroblastosis .
MRI studies showed multiple confluent areas with low signal intensity and rim contrast enhancement in all vertebral bodies .
Bone marrow biopsy revealed focal necrosis within hypocellular bone marrow .
The patient responded quickly to symptomatic treatment with analgetics and heparin ; however , elevations of LDH and D-Dimer persisted for 1.5 and 8 months , respectively .
Clinicians should be aware of this rare condition to establish the diagnosis and to continue oncologic treatment as early as possible .
"	18
